-0.625	0.125
0.75	0.25
-0.875	-0.625
0.5	-0.5
0.875	0.625
0.25	0.75
0.625	-0.124999
5.62243e-07	5.79813e-07
0.375001	-0.874999
-0.249999	-0.749999
0.125001	0.375001
-0.499999	0.500001
-0.124999	-0.374999
-0.749999	-0.249999
-0.374999	0.875001
-0.999999	-0.999999
-0.624999	0.125001
0.750001	0.250001
-0.874999	-0.624999
0.500001	-0.499999
0.875001	0.625001
0.250002	0.750002
0.625002	-0.124998
1.68673e-06	1.7043e-06
0.375002	-0.874998
-0.249998	-0.749998
0.125002	0.375002
-0.499998	0.500002
-0.124998	-0.374998
-0.749998	-0.249998
-0.374998	0.875002
-0.999998	-0.999998
-0.624998	0.125002
0.750002	0.250002
-0.874998	-0.624998
0.500003	-0.499997
0.875003	0.625003
0.250003	0.750003
0.625003	-0.124997
2.81122e-06	2.82879e-06
0.375003	-0.874997
-0.249997	-0.749997
0.125003	0.375003
-0.499997	0.500003
-0.124997	-0.374997
-0.749997	-0.249997
-0.374997	0.875003
-0.999997	-0.999997
-0.624997	0.125003
0.750004	0.250004
-0.874996	-0.624996
0.500004	-0.499996
0.875004	0.625004
0.250004	0.750004
0.625004	-0.124996
3.9357e-06	3.95327e-06
0.375004	-0.874996
-0.249996	-0.749996
0.125004	0.375004
-0.499996	0.500004
-0.124996	-0.374996
-0.749996	-0.249996
-0.374996	0.875004
-0.999996	-0.999995
-0.624995	0.125005
0.750005	0.250005
-0.874995	-0.624995
0.500005	-0.499995
0.875005	0.625005
0.250005	0.750005
0.625005	-0.124995
5.06019e-06	5.07776e-06
0.375005	-0.874995
-0.249995	-0.749995
0.125005	0.375005
-0.499995	0.500005
-0.124995	-0.374995
-0.749995	-0.249995
-0.374994	0.875006
-0.999994	-0.999994
-0.624994	0.125006
0.750006	0.250006
-0.874994	-0.624994
0.500006	-0.499994
0.875006	0.625006
0.250006	0.750006
0.625006	-0.124994
6.18467e-06	6.20224e-06
0.375006	-0.874994
-0.249994	-0.749994
0.125006	0.375006
-0.499994	0.500006
-0.124993	-0.374993
-0.749993	-0.249993
-0.374993	0.875007
-0.999993	-0.999993
-0.624993	0.125007
0.750007	0.250007
-0.874993	-0.624993
0.500007	-0.499993
