0.511211	-0.0826997
-0.905911	0.357729
-0.232996	0.0388327
-0.893077	0.0594004
-0.233169	-0.866316
0.177953	0.860873
-0.81607	0.307838
0.820642	0.524396
0.472164	-0.343532
0.982075	-0.269323
0.445321	0.506712
0.263269	0.769414
0.53299	-0.0445365
-0.28147	-0.666986
0.818416	-0.878871
0.0325839	-0.361934
-0.467711	-0.818534
0.00141419	-0.231716
0.0594948	-0.0711084
0.523029	0.540409
-0.968265	0.376911
0.472449	0.450824
-0.53361	-0.387356
0.182227	0.691963
-0.461365	-0.169211
-0.425575	-0.643345
0.604811	-0.933892
0.910722	0.496585
0.249699	0.684079
0.42942	-0.739145
-0.994001	-0.171413
0.875795	-0.520178
0.773981	0.304117
-0.228371	-0.224549
0.174373	0.691151
0.112292	-0.703697
-0.71636	0.129797
-0.0719389	0.92219
-0.361501	0.258538
0.243268	0.606146
-0.221372	-0.593499
-0.147005	-0.715958
-0.737623	0.771297
-0.857873	-0.269322
0.566306	-0.0893854
0.617889	0.863349
0.359185	0.817844
-0.0574753	0.0119117
0.511687	-0.07551
-0.121339	0.649395
0.974291	0.90883
0.0748515	0.0288693
0.153433	0.753131
0.738527	0.431285
0.483432	-0.961815
-0.0733545	-0.869612
0.335358	0.364098
0.731765	0.780037
-0.0993051	0.978725
-0.368535	0.0293189
-0.0649364	0.6133
0.998233	-0.692791
-0.99881	-0.998242
-0.361645	-0.164553
-0.589476	0.67284
-0.810902	-0.836525
-0.572296	-0.572906
0.904319	0.89509
0.384338	-0.43193
-0.15508	-0.435688
-0.616352	0.966472
-0.72709	-0.203713
0.656709	-0.684538
-0.532802	-0.796725
0.392015	0.58954
0.339041	0.26686
-0.545985	-0.362444
0.525141	0.0522466
-0.340667	0.405979
-0.0293496	0.720451
0.477993	-0.367985
-0.378522	0.176238
-0.482314	-0.259547
-0.0482076	-0.224338
-0.260516	-0.492155
0.0278727	0.457217
-0.0786053	0.880326
0.0342906	0.322711
0.973005	-0.699212
0.0834203	0.0456154
-0.451581	0.285958
-0.466773	0.940173
0.388047	-0.0884968
-0.678502	0.4139
0.164842	0.50342
-0.440977	0.507725
-0.00861785	-0.840166
0.565984	0.493358
0.169574	0.0369568
-0.220537	-0.568348
