1	1.000000e+00	0.000000e+00
2	1.994000e+00	4.388496e-02
4	4.006000e+00	1.120737e-01
8	7.896000e+00	2.315055e-01
16	1.591800e+01	4.743398e-01
32	3.127800e+01	9.759360e-01
64	6.336400e+01	2.000063e+00
128	1.224820e+02	3.814143e+00
256	2.366120e+02	7.487959e+00
512	4.829980e+02	1.508111e+01
1024	1.030748e+03	3.284473e+01
2048	1.933640e+03	6.493772e+01
4096	4.250060e+03	1.353085e+02
8192	7.950978e+03	2.550721e+02
16384	1.628803e+04	5.263404e+02
32768	3.227235e+04	1.068399e+03
65536	6.777884e+04	2.146614e+03
131072	1.331295e+05	4.184198e+03
262144	2.537389e+05	8.596433e+03
524288	5.103934e+05	1.538096e+04
1048576	1.050183e+06	3.225200e+04
